pdb_id,target_chain,partner_chain,threshold,positive_count,negative_count,positive_ratio,negative_ratio
3F1P,A,B,5.00,26,88,0.228070,0.771930
3I6O,A,B,0.50,42,57,0.424242,0.575758
3I6O,A,B,1.00,42,57,0.424242,0.575758
3I6O,A,B,2.00,41,58,0.414141,0.585859
3I6O,A,B,5.00,37,62,0.373737,0.626263
3OND,A,B,0.50,87,400,0.178645,0.821355
3OND,A,B,1.00,87,400,0.178645,0.821355
3OND,A,B,2.00,87,400,0.178645,0.821355
3OND,A,B,5.00,83,404,0.170431,0.829569
4TLJ,A,B,0.50,15,147,0.092593,0.907407
4TLJ,A,B,1.00,15,147,0.092593,0.907407
4TLJ,A,B,2.00,15,147,0.092593,0.907407
4TLJ,A,B,5.00,15,147,0.092593,0.907407
5YKZ,A,B,0.50,31,81,0.276786,0.723214
5YKZ,A,B,1.00,31,81,0.276786,0.723214
5YKZ,A,B,2.00,31,81,0.276786,0.723214
5YKZ,A,B,5.00,30,82,0.267857,0.732143
5Z0L,A,B,0.50,31,245,0.112319,0.887681
5Z0L,A,B,1.00,31,245,0.112319,0.887681
5Z0L,A,B,2.00,28,248,0.101449,0.898551
5Z0L,A,B,5.00,25,251,0.090580,0.909420
6ENN,A,B,0.50,52,52,0.500000,0.500000
6ENN,A,B,1.00,52,52,0.500000,0.500000
6ENN,A,B,2.00,50,54,0.480769,0.519231
6ENN,A,B,5.00,46,58,0.442308,0.557692
6SJ3,A,B,0.50,88,406,0.178138,0.821862
6SJ3,A,B,1.00,88,406,0.178138,0.821862
6SJ3,A,B,2.00,82,412,0.165992,0.834008
6SJ3,A,B,5.00,76,418,0.153846,0.846154
7O93,A,B,0.50,85,60,0.586207,0.413793
7O93,A,B,1.00,85,60,0.586207,0.413793
7O93,A,B,2.00,83,62,0.572414,0.427586
7O93,A,B,5.00,81,64,0.558621,0.441379
8OGW,A,B,0.50,19,131,0.126667,0.873333
8OGW,A,B,1.00,19,131,0.126667,0.873333
8OGW,A,B,2.00,18,132,0.120000,0.880000
8OGW,A,B,5.00,18,132,0.120000,0.880000
8OHC,A,B,0.50,19,132,0.125828,0.874172
8OHC,A,B,1.00,19,132,0.125828,0.874172
8OHC,A,B,2.00,18,133,0.119205,0.880795
8OHC,A,B,5.00,18,133,0.119205,0.880795
8YQK,A,C,0.50,15,94,0.137615,0.862385
8YQK,A,C,1.00,15,94,0.137615,0.862385
8YQK,A,C,2.00,14,95,0.128440,0.871560
8YQK,A,C,5.00,14,95,0.128440,0.871560
9EWR,A,B,0.50,14,243,0.054475,0.945525
9EWR,A,B,1.00,14,243,0.054475,0.945525
9EWR,A,B,2.00,12,245,0.046693,0.953307
9EWR,A,B,5.00,11,246,0.042802,0.957198
9RQD,A,B,0.50,66,71,0.481752,0.518248
9RQD,A,B,1.00,66,71,0.481752,0.518248
9RQD,A,B,2.00,63,74,0.459854,0.540146
9RQD,A,B,5.00,60,77,0.437956,0.562044
5W8Q,A,B,0.50,59,320,0.155673,0.844327
5W8Q,A,B,1.00,59,320,0.155673,0.844327
5W8Q,A,B,2.00,57,322,0.150396,0.849604
5W8Q,A,B,5.00,49,330,0.129288,0.870712
5F6R,A,B,0.50,41,132,0.236994,0.763006
5F6R,A,B,1.00,41,132,0.236994,0.763006
5F6R,A,B,2.00,40,133,0.231214,0.768786
5F6R,A,B,5.00,37,136,0.213873,0.786127
5M4Z,A,B,0.50,51,236,0.177700,0.822300
5M4Z,A,B,1.00,51,236,0.177700,0.822300
5M4Z,A,B,2.00,47,240,0.163763,0.836237
5M4Z,A,B,5.00,43,244,0.149826,0.850174
1UBK,L,S,0.50,93,441,0.174157,0.825843
1UBK,L,S,1.00,93,441,0.174157,0.825843
1UBK,L,S,2.00,88,446,0.164794,0.835206
1UBK,L,S,5.00,78,456,0.146067,0.853933
3EC0,A,B,0.50,41,58,0.414141,0.585859
3EC0,A,B,1.00,41,58,0.414141,0.585859
3EC0,A,B,2.00,40,59,0.404040,0.595960
3EC0,A,B,5.00,37,62,0.373737,0.626263
3ECG,A,B,0.50,41,58,0.414141,0.585859
3ECG,A,B,1.00,41,58,0.414141,0.585859
3ECG,A,B,2.00,40,59,0.404040,0.595960
3ECG,A,B,5.00,37,62,0.373737,0.626263
3WVD,A,B,0.50,84,110,0.432990,0.567010
3WVD,A,B,1.00,84,110,0.432990,0.567010
3WVD,A,B,2.00,83,111,0.427835,0.572165
3WVD,A,B,5.00,79,115,0.407216,0.592784
3X20,A,B,0.50,84,111,0.430769,0.569231
3X20,A,B,1.00,84,111,0.430769,0.569231
3X20,A,B,2.00,82,113,0.420513,0.579487
3X20,A,B,5.00,79,116,0.405128,0.594872
3ZIT,A,B,0.50,11,63,0.148649,0.851351
3ZIT,A,B,1.00,11,63,0.148649,0.851351
3ZIT,A,B,2.00,10,64,0.135135,0.864865
3ZIT,A,B,5.00,10,64,0.135135,0.864865
5K91,A,B,0.50,26,148,0.149425,0.850575
5K91,A,B,1.00,26,148,0.149425,0.850575
5K91,A,B,2.00,24,150,0.137931,0.862069
5K91,A,B,5.00,24,150,0.137931,0.862069
5V6J,A,B,0.50,30,81,0.270270,0.729730
5V6J,A,B,1.00,30,81,0.270270,0.729730
5V6J,A,B,2.00,29,82,0.261261,0.738739
5V6J,A,B,5.00,26,85,0.234234,0.765766
5Z0H,A,B,0.50,31,242,0.113553,0.886447
5Z0H,A,B,1.00,31,242,0.113553,0.886447
5Z0H,A,B,2.00,29,244,0.106227,0.893773
5Z0H,A,B,5.00,26,247,0.095238,0.904762
6VCE,A,B,0.50,43,56,0.434343,0.565657
6VCE,A,B,1.00,43,56,0.434343,0.565657
6VCE,A,B,2.00,42,57,0.424242,0.575758
6VCE,A,B,5.00,39,60,0.393939,0.606061
7PH1,E,I,0.50,24,199,0.107623,0.892377
7PH1,E,I,1.00,24,199,0.107623,0.892377
7PH1,E,I,2.00,22,201,0.098655,0.901345
7PH1,E,I,5.00,17,206,0.076233,0.923767
8HJY,A,B,0.50,47,71,0.398305,0.601695
8HJY,A,B,1.00,47,71,0.398305,0.601695
8HJY,A,B,2.00,46,72,0.389831,0.610169
8HJY,A,B,5.00,40,78,0.338983,0.661017
8OGK,A,B,0.50,17,135,0.111842,0.888158
8OGK,A,B,1.00,17,135,0.111842,0.888158
8OGK,A,B,2.00,17,135,0.111842,0.888158
8OGK,A,B,5.00,16,136,0.105263,0.894737
8PB3,A,B,0.50,19,291,0.061290,0.938710
8PB3,A,B,1.00,19,291,0.061290,0.938710
8PB3,A,B,2.00,19,291,0.061290,0.938710
8PB3,A,B,5.00,15,295,0.048387,0.951613
9F0N,A,B,0.50,13,291,0.042763,0.957237
9F0N,A,B,1.00,13,291,0.042763,0.957237
9F0N,A,B,2.00,13,291,0.042763,0.957237
9F0N,A,B,5.00,10,294,0.032895,0.967105
9G1M,A,B,0.50,65,72,0.474453,0.525547
9G1M,A,B,1.00,65,72,0.474453,0.525547
9G1M,A,B,2.00,64,73,0.467153,0.532847
9G1M,A,B,5.00,60,77,0.437956,0.562044
9I43,H,L,0.50,45,190,0.191489,0.808511
9I43,H,L,1.00,45,190,0.191489,0.808511
9I43,H,L,2.00,44,191,0.187234,0.812766
9I43,H,L,5.00,39,196,0.165957,0.834043
9QD6,A,B,0.50,98,298,0.247475,0.752525
9QD6,A,B,1.00,98,298,0.247475,0.752525
9QD6,A,B,2.00,93,303,0.234848,0.765152
9QD6,A,B,5.00,83,313,0.209596,0.790404
9RQ4,A,B,0.50,65,72,0.474453,0.525547
9RQ4,A,B,1.00,65,72,0.474453,0.525547
9RQ4,A,B,2.00,63,74,0.459854,0.540146
9RQ4,A,B,5.00,57,80,0.416058,0.583942
9RQ7,A,B,0.50,66,71,0.481752,0.518248
9RQ7,A,B,1.00,66,71,0.481752,0.518248
9RQ7,A,B,2.00,62,75,0.452555,0.547445
9RQ7,A,B,5.00,58,79,0.423358,0.576642
8GV1,A,B,0.50,39,175,0.182243,0.817757
8GV1,A,B,1.00,39,175,0.182243,0.817757
8GV1,A,B,2.00,38,176,0.177570,0.822430
8GV1,A,B,5.00,37,177,0.172897,0.827103
1LQP,A,B,0.50,64,70,0.477612,0.522388
1LQP,A,B,1.00,64,70,0.477612,0.522388
1LQP,A,B,2.00,64,70,0.477612,0.522388
1LQP,A,B,5.00,60,74,0.447761,0.552239
1UWK,A,B,0.50,81,473,0.146209,0.853791
1UWK,A,B,1.00,81,473,0.146209,0.853791
1UWK,A,B,2.00,78,476,0.140794,0.859206
1UWK,A,B,5.00,69,485,0.124549,0.875451
4EZF,A,B,0.50,45,31,0.592105,0.407895
4EZF,A,B,1.00,45,31,0.592105,0.407895
4EZF,A,B,2.00,45,31,0.592105,0.407895
4EZF,A,B,5.00,43,33,0.565789,0.434211
4INC,A,B,0.50,45,56,0.445545,0.554455
4INC,A,B,1.00,45,56,0.445545,0.554455
4INC,A,B,2.00,45,56,0.445545,0.554455
4INC,A,B,5.00,41,60,0.405941,0.594059
4LLD,A,B,0.50,30,69,0.303030,0.696970
4LLD,A,B,1.00,30,69,0.303030,0.696970
4LLD,A,B,2.00,28,71,0.282828,0.717172
4LLD,A,B,5.00,24,75,0.242424,0.757576
4MC9,A,B,0.50,41,58,0.414141,0.585859
4MC9,A,B,1.00,41,58,0.414141,0.585859
4MC9,A,B,2.00,40,59,0.404040,0.595960
4MC9,A,B,5.00,39,60,0.393939,0.606061
4RLZ,A,B,0.50,59,247,0.192810,0.807190
4RLZ,A,B,1.00,59,247,0.192810,0.807190
4RLZ,A,B,2.00,56,250,0.183007,0.816993
4RLZ,A,B,5.00,51,255,0.166667,0.833333
4YEP,A,B,0.50,20,165,0.108108,0.891892
4YEP,A,B,1.00,20,165,0.108108,0.891892
4YEP,A,B,2.00,19,166,0.102703,0.897297
4YEP,A,B,5.00,16,169,0.086486,0.913514
5X86,A,B,0.50,25,163,0.132979,0.867021
5X86,A,B,1.00,25,163,0.132979,0.867021
5X86,A,B,2.00,24,164,0.127660,0.872340
5X86,A,B,5.00,23,165,0.122340,0.877660
5ZB0,A,B,0.50,26,161,0.139037,0.860963
5ZB0,A,B,1.00,26,161,0.139037,0.860963
5ZB0,A,B,2.00,25,162,0.133690,0.866310
5ZB0,A,B,5.00,25,162,0.133690,0.866310
6S95,A,B,0.50,21,81,0.205882,0.794118
6S95,A,B,1.00,21,81,0.205882,0.794118
6S95,A,B,2.00,21,81,0.205882,0.794118
6S95,A,B,5.00,19,83,0.186275,0.813725
8DAC,A,B,0.50,13,43,0.232143,0.767857
8DAC,A,B,1.00,13,43,0.232143,0.767857
8DAC,A,B,2.00,13,43,0.232143,0.767857
8DAC,A,B,5.00,13,43,0.232143,0.767857
8E7U,A,B,0.50,47,327,0.125668,0.874332
8E7U,A,B,1.00,47,327,0.125668,0.874332
8E7U,A,B,2.00,45,329,0.120321,0.879679
8E7U,A,B,5.00,41,333,0.109626,0.890374
9JET,A,B,0.50,49,68,0.418803,0.581197
9JET,A,B,1.00,49,68,0.418803,0.581197
9JET,A,B,2.00,45,72,0.384615,0.615385
9JET,A,B,5.00,39,78,0.333333,0.666667
9JEU,A,B,0.50,49,68,0.418803,0.581197
9JEU,A,B,1.00,49,68,0.418803,0.581197
9JEU,A,B,2.00,45,72,0.384615,0.615385
9JEU,A,B,5.00,41,76,0.350427,0.649573
5J41,A,B,0.50,35,174,0.167464,0.832536
5J41,A,B,1.00,35,174,0.167464,0.832536
5J41,A,B,2.00,35,174,0.167464,0.832536
5J41,A,B,5.00,32,177,0.153110,0.846890
6L2D,A,B,0.50,49,68,0.418803,0.581197
6L2D,A,B,1.00,49,68,0.418803,0.581197
6L2D,A,B,2.00,45,72,0.384615,0.615385
6L2D,A,B,5.00,40,77,0.341880,0.658120
6HER,A,B,0.50,19,84,0.184466,0.815534
6HER,A,B,1.00,19,84,0.184466,0.815534
6HER,A,B,2.00,18,85,0.174757,0.825243
6HER,A,B,5.00,18,85,0.174757,0.825243
6RUC,A,B,0.50,82,201,0.289753,0.710247
6RUC,A,B,1.00,82,201,0.289753,0.710247
6RUC,A,B,2.00,82,201,0.289753,0.710247
6RUC,A,B,5.00,79,204,0.279152,0.720848
7L9W,A,B,0.50,60,166,0.265487,0.734513
7L9W,A,B,1.00,60,166,0.265487,0.734513
7L9W,A,B,2.00,58,168,0.256637,0.743363
7L9W,A,B,5.00,52,174,0.230088,0.769912
7NZA,A,B,0.50,49,92,0.347518,0.652482
7NZA,A,B,1.00,49,92,0.347518,0.652482
7NZA,A,B,2.00,47,94,0.333333,0.666667
7NZA,A,B,5.00,44,97,0.312057,0.687943
1CKU,A,B,0.50,17,68,0.200000,0.800000
1CKU,A,B,1.00,17,68,0.200000,0.800000
1CKU,A,B,2.00,14,71,0.164706,0.835294
1CKU,A,B,5.00,14,71,0.164706,0.835294
1CSE,E,I,0.50,29,245,0.105839,0.894161
1CSE,E,I,1.00,29,245,0.105839,0.894161
1CSE,E,I,2.00,29,245,0.105839,0.894161
1CSE,E,I,5.00,24,250,0.087591,0.912409
1DJT,A,B,0.50,15,49,0.234375,0.765625
1DJT,A,B,1.00,15,49,0.234375,0.765625
1DJT,A,B,2.00,15,49,0.234375,0.765625
1DJT,A,B,5.00,13,51,0.203125,0.796875
1GYO,A,B,0.50,15,91,0.141509,0.858491
1GYO,A,B,1.00,15,91,0.141509,0.858491
1GYO,A,B,2.00,15,91,0.141509,0.858491
1GYO,A,B,5.00,14,92,0.132075,0.867925
1K1T,A,B,0.50,39,60,0.393939,0.606061
1K1T,A,B,1.00,39,60,0.393939,0.606061
1K1T,A,B,2.00,38,61,0.383838,0.616162
1K1T,A,B,5.00,35,64,0.353535,0.646465
1MGO,A,B,0.50,48,326,0.128342,0.871658
1MGO,A,B,1.00,48,326,0.128342,0.871658
1MGO,A,B,2.00,47,327,0.125668,0.874332
1MGO,A,B,5.00,41,333,0.109626,0.890374
1NEY,A,B,0.50,42,204,0.170732,0.829268
1NEY,A,B,1.00,42,204,0.170732,0.829268
1NEY,A,B,2.00,39,207,0.158537,0.841463
1NEY,A,B,5.00,36,210,0.146341,0.853659
1NWW,A,B,0.50,38,107,0.262069,0.737931
1NWW,A,B,1.00,38,107,0.262069,0.737931
1NWW,A,B,2.00,36,109,0.248276,0.751724
1NWW,A,B,5.00,35,110,0.241379,0.758621
1RGF,A,B,0.50,5,91,0.052083,0.947917
1RGF,A,B,1.00,5,91,0.052083,0.947917
1RGF,A,B,2.00,5,91,0.052083,0.947917
1RGF,A,B,5.00,5,91,0.052083,0.947917
1RGG,A,B,0.50,5,91,0.052083,0.947917
1RGG,A,B,1.00,5,91,0.052083,0.947917
1RGG,A,B,2.00,5,91,0.052083,0.947917
1RGG,A,B,5.00,5,91,0.052083,0.947917
1RGH,A,B,0.50,5,91,0.052083,0.947917
1RGH,A,B,1.00,5,91,0.052083,0.947917
1RGH,A,B,2.00,5,91,0.052083,0.947917
1RGH,A,B,5.00,5,91,0.052083,0.947917
1T3R,A,B,0.50,40,59,0.404040,0.595960
1T3R,A,B,1.00,40,59,0.404040,0.595960
1T3R,A,B,2.00,40,59,0.404040,0.595960
1T3R,A,B,5.00,35,64,0.353535,0.646465
1UBL,L,S,0.50,93,441,0.174157,0.825843
1UBL,L,S,1.00,93,441,0.174157,0.825843
1UBL,L,S,2.00,89,445,0.166667,0.833333
1UBL,L,S,5.00,80,454,0.149813,0.850187
1UCR,A,B,0.50,22,52,0.297297,0.702703
1UCR,A,B,1.00,22,52,0.297297,0.702703
1UCR,A,B,2.00,22,52,0.297297,0.702703
1UCR,A,B,5.00,22,52,0.297297,0.702703
1V8H,A,B,0.50,21,85,0.198113,0.801887
1V8H,A,B,1.00,21,85,0.198113,0.801887
1V8H,A,B,2.00,21,85,0.198113,0.801887
1V8H,A,B,5.00,19,87,0.179245,0.820755
1VR7,A,B,0.50,39,80,0.327731,0.672269
1VR7,A,B,1.00,39,80,0.327731,0.672269
1VR7,A,B,2.00,35,84,0.294118,0.705882
1VR7,A,B,5.00,35,84,0.294118,0.705882
1WXC,A,B,0.50,32,241,0.117216,0.882784
1WXC,A,B,1.00,32,241,0.117216,0.882784
1WXC,A,B,2.00,30,243,0.109890,0.890110
1WXC,A,B,5.00,29,244,0.106227,0.893773
1X6I,A,B,0.50,25,64,0.280899,0.719101
1X6I,A,B,1.00,25,64,0.280899,0.719101
1X6I,A,B,2.00,25,64,0.280899,0.719101
1X6I,A,B,5.00,24,65,0.269663,0.730337
2A26,A,B,0.50,19,29,0.395833,0.604167
2A26,A,B,1.00,19,29,0.395833,0.604167
2A26,A,B,2.00,19,29,0.395833,0.604167
2A26,A,B,5.00,18,30,0.375000,0.625000
2C0R,A,B,0.50,66,295,0.182825,0.817175
2C0R,A,B,1.00,66,295,0.182825,0.817175
2C0R,A,B,2.00,65,296,0.180055,0.819945
2C0R,A,B,5.00,62,299,0.171745,0.828255
2C1V,A,B,0.50,43,292,0.128358,0.871642
2C1V,A,B,1.00,43,292,0.128358,0.871642
2C1V,A,B,2.00,43,292,0.128358,0.871642
2C1V,A,B,5.00,42,293,0.125373,0.874627
2DLB,A,B,0.50,53,16,0.768116,0.231884
2DLB,A,B,1.00,53,16,0.768116,0.231884
2DLB,A,B,2.00,53,16,0.768116,0.231884
2DLB,A,B,5.00,53,16,0.768116,0.231884
2F91,A,B,0.50,37,200,0.156118,0.843882
2F91,A,B,1.00,37,200,0.156118,0.843882
2F91,A,B,2.00,31,206,0.130802,0.869198
2F91,A,B,5.00,28,209,0.118143,0.881857
2G2S,A,B,0.50,48,16,0.750000,0.250000
2G2S,A,B,1.00,48,16,0.750000,0.250000
2G2S,A,B,2.00,48,16,0.750000,0.250000
2G2S,A,B,5.00,48,16,0.750000,0.250000
2I7D,A,B,0.50,27,166,0.139896,0.860104
2I7D,A,B,1.00,27,166,0.139896,0.860104
2I7D,A,B,2.00,25,168,0.129534,0.870466
2I7D,A,B,5.00,25,168,0.129534,0.870466
2J9K,A,B,0.50,39,55,0.414894,0.585106
2J9K,A,B,1.00,39,55,0.414894,0.585106
2J9K,A,B,2.00,39,55,0.414894,0.585106
2J9K,A,B,5.00,36,58,0.382979,0.617021
2JHG,A,B,0.50,48,326,0.128342,0.871658
2JHG,A,B,1.00,48,326,0.128342,0.871658
2JHG,A,B,2.00,47,327,0.125668,0.874332
2JHG,A,B,5.00,44,330,0.117647,0.882353
2NNP,A,B,0.50,41,58,0.414141,0.585859
2NNP,A,B,1.00,41,58,0.414141,0.585859
2NNP,A,B,2.00,39,60,0.393939,0.606061
2NNP,A,B,5.00,37,62,0.373737,0.626263
2OR3,A,B,0.50,34,153,0.181818,0.818182
2OR3,A,B,1.00,34,153,0.181818,0.818182
2OR3,A,B,2.00,34,153,0.181818,0.818182
2OR3,A,B,5.00,29,158,0.155080,0.844920
2QCI,A,B,0.50,43,56,0.434343,0.565657
2QCI,A,B,1.00,43,56,0.434343,0.565657
2QCI,A,B,2.00,42,57,0.424242,0.575758
2QCI,A,B,5.00,40,59,0.404040,0.595960
2ZFD,A,B,0.50,49,134,0.267760,0.732240
2ZFD,A,B,1.00,49,134,0.267760,0.732240
2ZFD,A,B,2.00,49,134,0.267760,0.732240
2ZFD,A,B,5.00,44,139,0.240437,0.759563
3A6R,A,B,0.50,32,90,0.262295,0.737705
3A6R,A,B,1.00,32,90,0.262295,0.737705
3A6R,A,B,2.00,32,90,0.262295,0.737705
3A6R,A,B,5.00,27,95,0.221311,0.778689
3B12,A,B,0.50,26,268,0.088435,0.911565
3B12,A,B,1.00,26,268,0.088435,0.911565
3B12,A,B,2.00,24,270,0.081633,0.918367
3B12,A,B,5.00,24,270,0.081633,0.918367
3B4U,A,B,0.50,41,246,0.142857,0.857143
3B4U,A,B,1.00,41,246,0.142857,0.857143
3B4U,A,B,2.00,41,246,0.142857,0.857143
3B4U,A,B,5.00,36,251,0.125436,0.874564
3BOG,A,D,0.50,8,72,0.100000,0.900000
3BOG,A,D,1.00,8,72,0.100000,0.900000
3BOG,A,D,2.00,8,72,0.100000,0.900000
3BOG,A,D,5.00,5,75,0.062500,0.937500
3CYX,A,B,0.50,43,56,0.434343,0.565657
3CYX,A,B,1.00,43,56,0.434343,0.565657
3CYX,A,B,2.00,42,57,0.424242,0.575758
3CYX,A,B,5.00,37,62,0.373737,0.626263
3DS2,A,B,0.50,16,68,0.190476,0.809524
3DS2,A,B,1.00,16,68,0.190476,0.809524
3DS2,A,B,2.00,16,68,0.190476,0.809524
3DS2,A,B,5.00,14,70,0.166667,0.833333
3DUW,A,B,0.50,45,173,0.206422,0.793578
3DUW,A,B,1.00,45,173,0.206422,0.793578
3DUW,A,B,2.00,43,175,0.197248,0.802752
3DUW,A,B,5.00,40,178,0.183486,0.816514
3EBZ,A,B,0.50,40,59,0.404040,0.595960
3EBZ,A,B,1.00,40,59,0.404040,0.595960
3EBZ,A,B,2.00,40,59,0.404040,0.595960
3EBZ,A,B,5.00,37,62,0.373737,0.626263
3G36,A,C,0.50,26,25,0.509804,0.490196
3G36,A,C,1.00,26,25,0.509804,0.490196
3G36,A,C,2.00,25,26,0.490196,0.509804
3G36,A,C,5.00,24,27,0.470588,0.529412
3M47,A,B,0.50,45,164,0.215311,0.784689
3M47,A,B,1.00,45,164,0.215311,0.784689
3M47,A,B,2.00,44,165,0.210526,0.789474
3M47,A,B,5.00,37,172,0.177033,0.822967
3MI2,A,B,0.50,53,203,0.207031,0.792969
3MI2,A,B,1.00,53,203,0.207031,0.792969
3MI2,A,B,2.00,52,204,0.203125,0.796875
3MI2,A,B,5.00,48,208,0.187500,0.812500
3MOL,A,B,0.50,18,165,0.098361,0.901639
3MOL,A,B,1.00,18,165,0.098361,0.901639
3MOL,A,B,2.00,18,165,0.098361,0.901639
3MOL,A,B,5.00,16,167,0.087432,0.912568
3NU4,A,B,0.50,43,56,0.434343,0.565657
3NU4,A,B,1.00,43,56,0.434343,0.565657
3NU4,A,B,2.00,41,58,0.414141,0.585859
3NU4,A,B,5.00,38,61,0.383838,0.616162
3OHE,A,B,0.50,26,105,0.198473,0.801527
3OHE,A,B,1.00,26,105,0.198473,0.801527
3OHE,A,B,2.00,26,105,0.198473,0.801527
3OHE,A,B,5.00,25,106,0.190840,0.809160
3OQ6,A,B,0.50,46,328,0.122995,0.877005
3OQ6,A,B,1.00,46,328,0.122995,0.877005
3OQ6,A,B,2.00,45,329,0.120321,0.879679
3OQ6,A,B,5.00,42,332,0.112299,0.887701
3OXP,A,B,0.50,24,122,0.164384,0.835616
3OXP,A,B,1.00,24,122,0.164384,0.835616
3OXP,A,B,2.00,23,123,0.157534,0.842466
3OXP,A,B,5.00,21,125,0.143836,0.856164
3TG0,A,B,0.50,96,344,0.218182,0.781818
3TG0,A,B,1.00,96,344,0.218182,0.781818
3TG0,A,B,2.00,92,348,0.209091,0.790909
3TG0,A,B,5.00,89,351,0.202273,0.797727
3X25,A,B,0.50,84,111,0.430769,0.569231
3X25,A,B,1.00,84,111,0.430769,0.569231
3X25,A,B,2.00,82,113,0.420513,0.579487
3X25,A,B,5.00,78,117,0.400000,0.600000
4EBG,A,B,0.50,16,78,0.170213,0.829787
4EBG,A,B,1.00,16,78,0.170213,0.829787
4EBG,A,B,2.00,16,78,0.170213,0.829787
4EBG,A,B,5.00,15,79,0.159574,0.840426
4FGL,A,B,0.50,56,174,0.243478,0.756522
4FGL,A,B,1.00,56,174,0.243478,0.756522
4FGL,A,B,2.00,49,181,0.213043,0.786957
4FGL,A,B,5.00,47,183,0.204348,0.795652
4IIY,A,B,0.50,46,289,0.137313,0.862687
4IIY,A,B,1.00,46,289,0.137313,0.862687
4IIY,A,B,2.00,43,292,0.128358,0.871642
4IIY,A,B,5.00,42,293,0.125373,0.874627
4NFH,A,B,0.50,47,327,0.125668,0.874332
4NFH,A,B,1.00,47,327,0.125668,0.874332
4NFH,A,B,2.00,46,328,0.122995,0.877005
4NFH,A,B,5.00,41,333,0.109626,0.890374
4NOG,A,B,0.50,135,287,0.319905,0.680095
4NOG,A,B,1.00,135,287,0.319905,0.680095
4NOG,A,B,2.00,133,289,0.315166,0.684834
4NOG,A,B,5.00,122,300,0.289100,0.710900
4NZU,H,L,0.50,51,172,0.228700,0.771300
4NZU,H,L,1.00,51,172,0.228700,0.771300
4NZU,H,L,2.00,47,176,0.210762,0.789238
4NZU,H,L,5.00,43,180,0.192825,0.807175
4OB0,A,B,0.50,91,111,0.450495,0.549505
4OB0,A,B,1.00,91,111,0.450495,0.549505
4OB0,A,B,2.00,87,115,0.430693,0.569307
4OB0,A,B,5.00,84,118,0.415842,0.584158
4RGD,A,B,0.50,13,57,0.185714,0.814286
4RGD,A,B,1.00,13,57,0.185714,0.814286
4RGD,A,B,2.00,12,58,0.171429,0.828571
4RGD,A,B,5.00,11,59,0.157143,0.842857
